------------------------------------------------------------
 solve prev gen=8e21 reg.gen=1 dir.gen=x
------------------------------------------------------------
Position (um), Electron Concentration (/cm3)
       357.143324311,        46183.2994233
       358.036157622,         43835.009819
       358.928990933,        41486.7202147
       359.821824243,        39168.3980072
       360.714657554,        36850.0757998
       361.607490865,        34558.2803072
       362.500324176,        32266.4848146
       363.393157487,        29997.8147236
       364.285990797,        27729.1446327
       365.178824108,        25480.2329513
       366.071657419,          23231.32127
        366.96449073,          20998.83033
        367.85732404,        18766.3393901
       368.750157351,        16546.9558939
       369.642990662,        14327.5723977
       370.535823973,        12118.0025007
       371.428657284,        9908.43260368
       372.321490594,        7705.39702581
       373.214323905,        5502.36144795
       374.107157216,        3302.59060702
       374.999990527,         1102.8197661

