------------------------------------------------------------
 solve init
------------------------------------------------------------
Position (um), Conduction Band Potential (eV)
                   0,       0.728421081773
       1.88442206295,       0.728421081773
        3.7688441259,       0.728421081773
       5.65326618884,       0.728421081773
       7.53768825179,       0.728421081773
       9.42211031474,       0.728421081773
       11.3065323777,       0.728421081773
       13.1909544406,       0.728421081773
       15.0753765036,       0.728421081773
       16.9597985665,       0.728421081773
       18.8442206295,       0.728421081773
       20.7286426924,       0.728421081773
       22.6130647554,       0.728421081773
       24.4974868183,       0.728421081773
       26.3819088813,       0.728421081773
       28.2663309442,       0.728421081773
       30.1507530072,       0.728421081773
       32.0351750701,       0.728421081773
       33.9195971331,       0.728421081773
        35.804019196,       0.728421081773
        37.688441259,       0.728421081773
       39.5728633219,       0.728421081773
       41.4572853849,       0.728421081773
       43.3417074478,       0.728421081773
       45.2261295108,       0.728421081773
       47.1105515737,       0.728421081773
       48.9949736367,       0.728421081773
       50.8793956996,       0.728421081773
       52.7638177626,       0.728421081773
       54.6482398255,       0.728421081773
       56.5326618884,       0.728421081773
       58.4170839514,       0.728421081773
       60.3015060143,       0.728421081773
       62.1859280773,       0.728421081773
       64.0703501402,       0.728421081773
       65.9547722032,       0.728421081773
       67.8391942661,       0.728421081773
       69.7236163291,       0.728421081773
        71.608038392,       0.728421081773
        73.492460455,       0.728421081773
       75.3768825179,       0.728421081773
       77.2613045809,       0.728421081773
       79.1457266438,       0.728421081773
       81.0301487068,       0.728421081773
       82.9145707697,       0.728421081773
       84.7989928327,       0.728421081773
       86.6834148956,       0.728421081773
       88.5678369586,       0.728421081773
       90.4522590215,       0.728421081773
       92.3366810845,       0.728421081773
       94.2211031474,       0.728421081773
       96.1055252104,       0.728421081773
       97.9899472733,       0.728421081773
       99.8743693363,       0.728421081773
       101.758791399,       0.728421081773
       103.643213462,       0.728421081773
       105.527635525,       0.728421081773
       107.412057588,       0.728421081773
       109.296479651,       0.728421081773
       111.180901714,       0.728421081773
       113.065323777,       0.728421081773
        114.94974584,       0.728421081773
       116.834167903,       0.728421081773
       118.718589966,       0.728421081773
       120.603012029,       0.728421081773
       122.487434092,       0.728421081773
       124.371856155,       0.728421081773
       126.256278218,       0.728421081773
        128.14070028,       0.728421081773
       130.025122343,       0.728421081773
       131.909544406,       0.728421081773
       133.793966469,       0.728421081773
       135.678388532,       0.728421081773
       137.562810595,       0.728421081773
       139.447232658,       0.728421081773
       141.331654721,       0.728421081773
       143.216076784,       0.728421081773
       145.100498847,       0.728421081773
        146.98492091,       0.728421081773
       148.869342973,       0.728421081773
       150.753765036,       0.728421081773
       152.638187099,       0.728421081773
       154.522609162,       0.728421081773
       156.407031225,       0.728421081773
       158.291453288,       0.728421081773
       160.175875351,       0.728421081773
       162.060297414,       0.728421081773
       163.944719476,       0.728421081773
       165.829141539,       0.728421081773
       167.713563602,       0.728421081773
       169.597985665,       0.728421081773
       171.482407728,       0.728421081773
       173.366829791,       0.728421081773
       175.251251854,       0.728421081773
       177.135673917,       0.728421081773
        179.02009598,       0.728421081773
       180.904518043,       0.728421081773
       182.788940106,       0.728421081773
       184.673362169,       0.728421081773
       186.557784232,       0.728421081773
       188.442206295,       0.728421081773
       190.326628358,       0.728421081773
       192.211050421,       0.728421081773
       194.095472484,       0.728421081773
       195.979894547,       0.728421081773
        197.86431661,       0.728421081773
       199.748738673,       0.728421081773
       201.633160735,       0.728421081773
       203.517582798,       0.728421081773
       205.402004861,       0.728421081773
       207.286426924,       0.728421081773
       209.170848987,       0.728421081773
        211.05527105,       0.728421081773
       212.939693113,       0.728421081773
       214.824115176,       0.728421081773
       216.708537239,       0.728421081773
       218.592959302,       0.728421081773
       220.477381365,       0.728421081773
       222.361803428,       0.728421081773
       224.246225491,       0.728421081773
       226.130647554,       0.728421081773
       228.015069617,       0.728421081773
        229.89949168,       0.728421081773
       231.783913743,       0.728421081773
       233.668335806,       0.728421081773
       235.552757869,       0.728421081773
       237.437179931,       0.728421081773
       239.321601994,       0.728421081773
       241.206024057,       0.728421081773
        243.09044612,       0.728421081773
       244.974868183,       0.728421081773
       246.859290246,       0.728421081773
       248.743712309,       0.728421081773
       250.628134372,       0.728421081773
       252.512556435,       0.728421081773
       254.396978498,       0.728421081773
       256.281400561,       0.728421081773
       258.165822624,       0.728421081773
       260.050244687,       0.728421081773
        261.93466675,       0.728421081773
       263.819088813,       0.728421081773
       265.703510876,       0.728421081773
       267.587932939,       0.728421081773
       269.472355002,       0.728421081773
       271.356777065,       0.728421081773
       273.241199127,       0.728421081773
        275.12562119,       0.728421081773
       277.010043253,       0.728421081773
       278.894465316,       0.728421081773
       280.778887379,       0.728421081773
       282.663309442,       0.728421081773
       284.547731505,       0.728421081773
       286.432153568,       0.728421081773
       288.316575631,       0.728421081773
       290.200997694,       0.728421081773
       292.085419757,       0.728421081773
        293.96984182,       0.728421081773
       295.854263883,       0.728421081773
       297.738685946,       0.728421081773
       299.623108009,       0.728421081773
       301.507530072,       0.728421081773
       303.391952135,       0.728421081773
       305.276374198,       0.728421081773
       307.160796261,       0.728421081773
       309.045218324,       0.728421081773
       310.929640386,       0.728421081773
       312.814062449,       0.728421081773
       314.698484512,       0.728421081773
       316.582906575,       0.728421081773
       318.467328638,       0.728421081773
       320.351750701,       0.728421081773
       322.236172764,       0.728421081773
       324.120594827,       0.728421081773
        326.00501689,       0.728421081773
       327.889438953,       0.728421081773
       329.773861016,       0.728421081773
       331.658283079,       0.728421081773
       333.542705142,       0.728421081773
       335.427127205,       0.728421081773
       337.311549268,       0.728421081773
       339.195971331,       0.728421081773
       341.080393394,       0.728421081773
       342.964815457,       0.728421081773
        344.84923752,       0.728421081773
       346.733659582,       0.728421081773
       348.618081645,       0.728421081773
       350.502503708,       0.728421081773
       352.386925771,       0.728421081773
       354.271347834,       0.728421081773
       356.155769897,       0.728421081773
        358.04019196,       0.728421081773
       359.924614023,       0.728421081773
       361.809036086,       0.728421081773
       363.693458149,       0.728421081773
       365.577880212,       0.728421081773
       367.462302275,       0.728421081773
       369.346724338,       0.728421081773
       371.231146401,       0.728421081773
       373.115568464,       0.728421081773
       374.999990527,       0.728421081773

