------------------------------------------------------------
 solve gen=8e22 reg.gen=1 dir.gen=x
------------------------------------------------------------
Position (um), Electron Concentration (/cm3)
                   0,         1102.8197661
   0.000128205124966,        47125026.0764
   0.000256410249933,         94248949.333
   0.000384615374899,        140148202.768
   0.000512820499866,        186047456.204
   0.000641025624832,        230722056.014
   0.000769230749798,        275396655.824
   0.000897435874765,        318846618.205
    0.00102564099973,        362296580.587
     0.0011538461247,        404521921.735
    0.00128205124966,        446747262.883
    0.00141025637463,        487747998.994
     0.0015384614996,        528748735.105
    0.00166666662456,        568524882.374
    0.00179487174953,        608301029.643
     0.0019230768745,        646852604.264
    0.00205128199946,        685404178.886
    0.00217948712443,        722731197.055
     0.0023076922494,        760058215.224
    0.00243589737436,        796160693.135
    0.00256410249933,        832263171.047
    0.00269230762429,        867141124.894
    0.00282051274926,        902019078.742
    0.00294871787423,         935672524.72
    0.00307692299919,        969325970.698
    0.00320512812416,           1001754925
    0.00333333324913,         1034183879.3
    0.00346153837409,        1065388358.12
    0.00358974349906,        1096592836.94
    0.00371794862403,        1126572856.47
    0.00384615374899,           1156552876
    0.00397435887396,        1185308452.44
    0.00410256399892,        1214064028.87
    0.00423076912389,         1241595178.4
    0.00435897424886,        1269126327.93
    0.00448717937382,        1295433066.75
    0.00461538449879,        1321739805.57
    0.00474358962376,        1346822149.87
    0.00487179474872,        1371904494.17
    0.00499999987369,        1395762460.15
    0.00512820499866,        1419620426.12
    0.00525641012362,        1442254029.97
    0.00538461524859,        1464887633.81
    0.00551282037355,         1486296891.7
    0.00564102549852,         1507706149.6
    0.00576923062349,        1527891077.75
    0.00589743574845,        1548076005.89
    0.00602564087342,        1567036620.48
    0.00615384599839,        1585997235.06
    0.00628205112335,        1603733552.28
    0.00641025624832,        1621469869.49
    0.00653846137329,        1637981905.53
    0.00666666649825,        1654493941.57
    0.00679487162322,        1669781712.61
    0.00692307674819,        1685069483.66
    0.00705128187315,        1699133005.91
    0.00717948699812,        1713196528.16
    0.00730769212308,         1726035817.8
    0.00743589724805,        1738875107.45
    0.00756410237302,        1750490180.67
    0.00769230749798,        1762105253.89
    0.00782051262295,        1772496126.89
    0.00794871774792,        1782886999.88
    0.00807692287288,        1792053688.84
    0.00820512799785,        1801220377.79
    0.00833333312282,         1809162898.9
    0.00846153824778,           1817105420
    0.00858974337275,        1823823789.45
    0.00871794849771,        1830542158.89
    0.00884615362268,        1836036392.86
    0.00897435874765,        1841530626.83
    0.00910256387261,        1845800741.52
    0.00923076899758,         1850070856.2
    0.00935897412255,         1853116867.8
    0.00948717924751,        1856162879.39
    0.00961538437248,        1857984804.07
    0.00974358949745,        1859806728.75
    0.00987179462241,        1860404582.71
    0.00999999974738,        1861002436.68
       1.18184372014,        1740055706.46
       2.35368744054,        1619108976.25
       3.52553116094,        1513882934.23
       4.69737488133,        1408656892.21
       5.86921860173,        1317108159.63
       7.04106232213,        1225559427.04
       8.21290604252,        1145910223.57
       9.38474976292,         1066261020.1
       10.5565934833,         996964641.77
       11.7284372037,        927668263.443
       12.9002809241,        867379047.266
       14.0721246445,         807089831.09
       15.2439683649,        754637023.702
       16.4158120853,        702184216.314
       17.5876558057,        656549239.181
       18.7594995261,        610914262.048
       19.9313432465,        571210931.745
       21.1031869669,        531507601.442
       22.2750306873,        496964920.901
       23.4468744077,        462422240.361
       24.6187181281,        432369426.921
       25.7905618485,        402316613.481
       26.9624055689,         376170072.99
       28.1342492893,        350023532.499
       29.3060930097,        327275526.532
       30.4779367301,        304527520.565
       31.6497804505,        284736306.673
       32.8216241709,        264945092.782
       33.9934678913,        247726346.321
       35.1653116116,         230507599.86
        36.337155332,        215526950.808
       37.5089990524,        200546301.756
       38.6808427728,        187512841.596
       39.8526864932,        174479381.437
       41.0245302136,        163140014.022
        42.196373934,        151800646.607
       43.3682176544,        141935173.296
       44.5400613748,        132069699.986
       45.7119050952,        123486543.617
       46.8837488156,        114903387.249
        48.055592536,        107435871.914
       49.2274362564,        99968356.5792
       50.3992799768,        93471470.9485
       51.5711236972,        86974585.3178
       52.7429674176,        81322166.6748
        53.914811138,        75669748.0319
       55.0866548584,        70752032.3248
       56.2584985788,        65834316.6177
       57.4303422992,        61555806.9562
       58.6021860196,        57277297.2946
         59.77402974,        53554909.5005
       60.9458734604,        49832521.7064
       62.1177171808,        46593970.9058
       63.2895609012,        43355420.1053
       64.4614046216,        40537817.0324
        65.633248342,        37720213.9594
       66.8050920624,        35268843.7122
       67.9769357828,        32817473.4651
       69.1487795032,        30684732.9998
       70.3206232236,        28551992.5346
       71.4924669439,        26696466.2643
       72.6643106643,        24840939.9939
       73.8361543847,        23226595.5408
       75.0079981051,        21612251.0877
       76.1798418255,        20207739.5727
       77.3516855459,        18803228.0577
       78.5235292663,        17581275.3374
       79.6953729867,        16359322.6172
       80.8672167071,        15296199.6491
       82.0390604275,        14233076.6811
       83.2109041479,        13308138.7301
       84.3827478683,        12383200.7792
       85.5545915887,        11578486.5187
       86.7264353091,        10773772.2582
       87.8982790295,        10073654.9796
       89.0701227499,        9373537.70106
       90.2419664703,        8764421.85979
       91.4138101907,        8155306.01852
       92.5856539111,        7625363.22258
       93.7574976315,        7095420.42664
       94.9293413519,        6634359.74173
       96.1011850723,        6173299.05681
       97.2730287927,        5772167.16709
       98.4448725131,        5371035.27738
       99.6167162335,        5022042.62149
       100.788559954,         4673049.9656
       101.960403674,        4369419.47153
       103.132247395,        4065788.97745
       104.304091115,        3801624.45885
       105.475934835,        3537459.94025
       106.647778556,        3307631.59873
       107.819622276,         3077803.2572
       108.991465997,        2877848.06697
       110.163309717,        2677892.87674
       111.335153437,        2503927.91733
       112.506997158,        2329962.95792
       113.678840878,        2178610.01196
       114.850684599,        2027257.06599
       116.022528319,        1895577.01771
       117.194372039,        1763896.96942
        118.36621576,        1649332.73014
        119.53805948,        1534768.49085
       120.709903201,        1435095.34299
       121.881746921,        1335422.19512
       123.053590641,        1248704.59049
       124.225434362,        1161986.98586
       125.397278082,        1086540.95937
       126.569121803,        1011094.93289
       127.740965523,        945455.401704
       128.912809243,        879815.870519
       130.084652964,        822708.183663
       131.256496684,        765600.496807
       132.428340405,        715915.682795
       133.600184125,        666230.868783
       134.772027845,        623004.100549
       135.943871566,        579777.332315
       137.115715286,        542169.191283
       138.287559007,        504561.050251
       139.459402727,        471841.225702
       140.631246447,        439121.401153
       141.803090168,        410654.508358
       142.974933888,        382187.615564
