------------------------------------------------------------
 solve init
------------------------------------------------------------
Position (um), Conduction Band Potential (eV)
                   0,       0.997214172243
       1.88442206295,       0.997214172243
        3.7688441259,       0.997214172243
       5.65326618884,       0.997214172243
       7.53768825179,       0.997214172243
       9.42211031474,       0.997214172243
       11.3065323777,       0.997214172243
       13.1909544406,       0.997214172243
       15.0753765036,       0.997214172243
       16.9597985665,       0.997214172243
       18.8442206295,       0.997214172243
       20.7286426924,       0.997214172243
       22.6130647554,       0.997214172243
       24.4974868183,       0.997214172243
       26.3819088813,       0.997214172243
       28.2663309442,       0.997214172243
       30.1507530072,       0.997214172243
       32.0351750701,       0.997214172243
       33.9195971331,       0.997214172243
        35.804019196,       0.997214172243
        37.688441259,       0.997214172243
       39.5728633219,       0.997214172243
       41.4572853849,       0.997214172243
       43.3417074478,       0.997214172243
       45.2261295108,       0.997214172243
       47.1105515737,       0.997214172243
       48.9949736367,       0.997214172243
       50.8793956996,       0.997214172243
       52.7638177626,       0.997214172243
       54.6482398255,       0.997214172243
       56.5326618884,       0.997214172243
       58.4170839514,       0.997214172243
       60.3015060143,       0.997214172243
       62.1859280773,       0.997214172243
       64.0703501402,       0.997214172243
       65.9547722032,       0.997214172243
       67.8391942661,       0.997214172243
       69.7236163291,       0.997214172243
        71.608038392,       0.997214172243
        73.492460455,       0.997214172243
       75.3768825179,       0.997214172243
       77.2613045809,       0.997214172243
       79.1457266438,       0.997214172243
       81.0301487068,       0.997214172243
       82.9145707697,       0.997214172243
       84.7989928327,       0.997214172243
       86.6834148956,       0.997214172243
       88.5678369586,       0.997214172243
       90.4522590215,       0.997214172243
       92.3366810845,       0.997214172243
       94.2211031474,       0.997214172243
       96.1055252104,       0.997214172243
       97.9899472733,       0.997214172243
       99.8743693363,       0.997214172243
       101.758791399,       0.997214172243
       103.643213462,       0.997214172243
       105.527635525,       0.997214172243
       107.412057588,       0.997214172243
       109.296479651,       0.997214172243
       111.180901714,       0.997214172243
       113.065323777,       0.997214172243
        114.94974584,       0.997214172243
       116.834167903,       0.997214172243
       118.718589966,       0.997214172243
       120.603012029,       0.997214172243
       122.487434092,       0.997214172243
       124.371856155,       0.997214172243
       126.256278218,       0.997214172243
        128.14070028,       0.997214172243
       130.025122343,       0.997214172243
       131.909544406,       0.997214172243
       133.793966469,       0.997214172243
       135.678388532,       0.997214172243
       137.562810595,       0.997214172243
       139.447232658,       0.997214172243
       141.331654721,       0.997214172243
       143.216076784,       0.997214172243
       145.100498847,       0.997214172243
        146.98492091,       0.997214172243
       148.869342973,       0.997214172243
       150.753765036,       0.997214172243
       152.638187099,       0.997214172243
       154.522609162,       0.997214172243
       156.407031225,       0.997214172243
       158.291453288,       0.997214172243
       160.175875351,       0.997214172243
       162.060297414,       0.997214172243
       163.944719476,       0.997214172243
       165.829141539,       0.997214172243
       167.713563602,       0.997214172243
       169.597985665,       0.997214172243
       171.482407728,       0.997214172243
       173.366829791,       0.997214172243
       175.251251854,       0.997214172243
       177.135673917,       0.997214172243
        179.02009598,       0.997214172243
       180.904518043,       0.997214172243
       182.788940106,       0.997214172243
       184.673362169,       0.997214172243
       186.557784232,       0.997214172243
       188.442206295,       0.997214172243
       190.326628358,       0.997214172243
       192.211050421,       0.997214172243
       194.095472484,       0.997214172243
       195.979894547,       0.997214172243
        197.86431661,       0.997214172243
       199.748738673,       0.997214172243
       201.633160735,       0.997214172243
       203.517582798,       0.997214172243
       205.402004861,       0.997214172243
       207.286426924,       0.997214172243
       209.170848987,       0.997214172243
        211.05527105,       0.997214172243
       212.939693113,       0.997214172243
       214.824115176,       0.997214172243
       216.708537239,       0.997214172243
       218.592959302,       0.997214172243
       220.477381365,       0.997214172243
       222.361803428,       0.997214172243
       224.246225491,       0.997214172243
       226.130647554,       0.997214172243
       228.015069617,       0.997214172243
        229.89949168,       0.997214172243
       231.783913743,       0.997214172243
       233.668335806,       0.997214172243
       235.552757869,       0.997214172243
       237.437179931,       0.997214172243
       239.321601994,       0.997214172243
       241.206024057,       0.997214172243
        243.09044612,       0.997214172243
       244.974868183,       0.997214172243
       246.859290246,       0.997214172243
       248.743712309,       0.997214172243
       250.628134372,       0.997214172243
       252.512556435,       0.997214172243
       254.396978498,       0.997214172243
       256.281400561,       0.997214172243
       258.165822624,       0.997214172243
       260.050244687,       0.997214172243
        261.93466675,       0.997214172243
       263.819088813,       0.997214172243
       265.703510876,       0.997214172243
       267.587932939,       0.997214172243
       269.472355002,       0.997214172243
       271.356777065,       0.997214172243
       273.241199127,       0.997214172243
        275.12562119,       0.997214172243
       277.010043253,       0.997214172243
       278.894465316,       0.997214172243
       280.778887379,       0.997214172243
       282.663309442,       0.997214172243
       284.547731505,       0.997214172243
       286.432153568,       0.997214172243
       288.316575631,       0.997214172243
       290.200997694,       0.997214172243
       292.085419757,       0.997214172243
        293.96984182,       0.997214172243
       295.854263883,       0.997214172243
       297.738685946,       0.997214172243
       299.623108009,       0.997214172243
       301.507530072,       0.997214172243
       303.391952135,       0.997214172243
       305.276374198,       0.997214172243
       307.160796261,       0.997214172243
       309.045218324,       0.997214172243
       310.929640386,       0.997214172243
       312.814062449,       0.997214172243
       314.698484512,       0.997214172243
       316.582906575,       0.997214172243
       318.467328638,       0.997214172243
       320.351750701,       0.997214172243
       322.236172764,       0.997214172243
       324.120594827,       0.997214172243
        326.00501689,       0.997214172243
       327.889438953,       0.997214172243
       329.773861016,       0.997214172243
       331.658283079,       0.997214172243
       333.542705142,       0.997214172243
       335.427127205,       0.997214172243
       337.311549268,       0.997214172243
       339.195971331,       0.997214172243
       341.080393394,       0.997214172243
       342.964815457,       0.997214172243
        344.84923752,       0.997214172243
       346.733659582,       0.997214172243
       348.618081645,       0.997214172243
       350.502503708,       0.997214172243
       352.386925771,       0.997214172243
       354.271347834,       0.997214172243
       356.155769897,       0.997214172243
        358.04019196,       0.997214172243
       359.924614023,       0.997214172243
       361.809036086,       0.997214172243
       363.693458149,       0.997214172243
       365.577880212,       0.997214172243
       367.462302275,       0.997214172243
       369.346724338,       0.997214172243
       371.231146401,       0.997214172243
       373.115568464,       0.997214172243
       374.999990527,       0.997214172243

