------------------------------------------------------------
 solve init
------------------------------------------------------------
Position (um), Electrostatic Potential (V)
       318.467328638,      -0.424412773384
       320.351750701,      -0.424412773384
       322.236172764,      -0.424412773384
       324.120594827,      -0.424412773384
        326.00501689,      -0.424412773384
       327.889438953,      -0.424412773384
       329.773861016,      -0.424412773384
       331.658283079,      -0.424412773384
       333.542705142,      -0.424412773384
       335.427127205,      -0.424412773384
       337.311549268,      -0.424412773384
       339.195971331,      -0.424412773384
       341.080393394,      -0.424412773384
       342.964815457,      -0.424412773384
        344.84923752,      -0.424412773384
       346.733659582,      -0.424412773384
       348.618081645,      -0.424412773384
       350.502503708,      -0.424412773384
       352.386925771,      -0.424412773384
       354.271347834,      -0.424412773384
       356.155769897,      -0.424412773384
        358.04019196,      -0.424412773384
       359.924614023,      -0.424412773384
       361.809036086,      -0.424412773384
       363.693458149,      -0.424412773384
