------------------------------------------------------------
 solve vstep=0.1 nsteps=8 elect=1
------------------------------------------------------------
Position (um), Quasi Fermi Level (eV)
       337.311549268,      0.0804020100503
       339.195971331,      0.0763819095477
       341.080393394,      0.0723618090452
       342.964815457,      0.0683417085427
        344.84923752,      0.0643216080402
       346.733659582,      0.0603015075377
       348.618081645,      0.0562814070352
       350.502503708,      0.0522613065327
       352.386925771,      0.0482412060302
       354.271347834,      0.0442211055276
       356.155769897,      0.0402010050251
        358.04019196,      0.0361809045226
       359.924614023,      0.0321608040201
       361.809036086,      0.0281407035176
       363.693458149,      0.0241206030151
       365.577880212,      0.0201005025126
       367.462302275,      0.0160804020101
       369.346724338,      0.0120603015075
       371.231146401,     0.00804020100503
       373.115568464,     0.00402010050251
       374.999990527,    9.18412042522e-17

