------------------------------------------------------------
 solve gen=8e22 reg.gen=1 dir.gen=x
------------------------------------------------------------
Position (um), Hole Charge Concentration (/cm3)
                   0,                9e+16
   0.000128205124966,     9.0000000098e+16
   0.000256410249933,     9.0000000196e+16
   0.000384615374899,    9.00000002907e+16
   0.000512820499866,    9.00000003854e+16
   0.000641025624832,    9.00000004768e+16
   0.000769230749798,    9.00000005683e+16
   0.000897435874765,    9.00000006565e+16
    0.00102564099973,    9.00000007447e+16
     0.0011538461247,    9.00000008297e+16
    0.00128205124966,    9.00000009146e+16
    0.00141025637463,    9.00000009964e+16
     0.0015384614996,    9.00000010781e+16
    0.00166666662456,    9.00000011567e+16
    0.00179487174953,    9.00000012352e+16
     0.0019230768745,    9.00000013106e+16
    0.00205128199946,    9.00000013859e+16
    0.00217948712443,    9.00000014581e+16
     0.0023076922494,    9.00000015303e+16
    0.00243589737436,    9.00000015993e+16
    0.00256410249933,    9.00000016684e+16
    0.00269230762429,    9.00000017342e+16
    0.00282051274926,    9.00000018001e+16
    0.00294871787423,    9.00000018628e+16
    0.00307692299919,    9.00000019255e+16
    0.00320512812416,    9.00000019851e+16
    0.00333333324913,    9.00000020447e+16
    0.00346153837409,    9.00000021012e+16
    0.00358974349906,    9.00000021577e+16
    0.00371794862403,    9.00000022111e+16
    0.00384615374899,    9.00000022644e+16
    0.00397435887396,    9.00000023147e+16
    0.00410256399892,     9.0000002365e+16
    0.00423076912389,    9.00000024121e+16
    0.00435897424886,    9.00000024593e+16
    0.00448717937382,    9.00000025034e+16
    0.00461538449879,    9.00000025474e+16
    0.00474358962376,    9.00000025884e+16
    0.00487179474872,    9.00000026294e+16
    0.00499999987369,    9.00000026673e+16
    0.00512820499866,    9.00000027053e+16
    0.00525641012362,    9.00000027401e+16
    0.00538461524859,    9.00000027749e+16
    0.00551282037355,    9.00000028067e+16
    0.00564102549852,    9.00000028385e+16
    0.00576923062349,    9.00000028672e+16
    0.00589743574845,    9.00000028959e+16
    0.00602564087342,    9.00000029216e+16
    0.00615384599839,    9.00000029472e+16
    0.00628205112335,    9.00000029698e+16
    0.00641025624832,    9.00000029924e+16
    0.00653846137329,    9.00000030119e+16
    0.00666666649825,    9.00000030315e+16
    0.00679487162322,    9.00000030479e+16
    0.00692307674819,    9.00000030644e+16
    0.00705128187315,    9.00000030778e+16
    0.00717948699812,    9.00000030912e+16
    0.00730769212308,    9.00000031016e+16
    0.00743589724805,     9.0000003112e+16
    0.00756410237302,    9.00000031193e+16
    0.00769230749798,    9.00000031266e+16
    0.00782051262295,    9.00000031308e+16
    0.00794871774792,    9.00000031351e+16
    0.00807692287288,    9.00000031363e+16
    0.00820512799785,    9.00000031374e+16
    0.00833333312282,    9.00000031356e+16
    0.00846153824778,    9.00000031337e+16
    0.00858974337275,    9.00000031287e+16
    0.00871794849771,    9.00000031238e+16
    0.00884615362268,    9.00000031158e+16
    0.00897435874765,    9.00000031078e+16
    0.00910256387261,    9.00000030967e+16
    0.00923076899758,    9.00000030856e+16
    0.00935897412255,    9.00000030714e+16
    0.00948717924751,    9.00000030572e+16
    0.00961538437248,      9.000000304e+16
    0.00974358949745,    9.00000030227e+16
    0.00987179462241,    9.00000030023e+16
    0.00999999974738,     9.0000002982e+16
     0.0349687491166,    9.00000024517e+16
     0.0599374984859,    9.00000019213e+16
     0.0849062478551,    9.00000018811e+16
      0.109874997224,    9.00000018408e+16
      0.134843746594,    9.00000018327e+16
      0.159812495963,    9.00000018246e+16
      0.184781245332,    9.00000018185e+16
      0.209749994701,    9.00000018125e+16
      0.234718744071,    9.00000018067e+16
       0.25968749344,    9.00000018008e+16
      0.284656242809,    9.00000017949e+16
      0.309624992178,    9.00000017891e+16
      0.334593741547,    9.00000017832e+16
      0.359562490917,    9.00000017773e+16
      0.384531240286,    9.00000017715e+16
      0.409499989655,    9.00000017656e+16
      0.434468739024,    9.00000017598e+16
      0.459437488394,    9.00000017539e+16
      0.484406237763,     9.0000001748e+16
      0.509374987132,    9.00000017422e+16
      0.534343736501,    9.00000017363e+16
      0.559312485871,    9.00000017305e+16
       0.58428123524,    9.00000017246e+16
      0.609249984609,    9.00000017188e+16
      0.634218733978,    9.00000017129e+16
      0.659187483348,     9.0000001707e+16
      0.684156232717,    9.00000017012e+16
      0.709124982086,    9.00000016953e+16
      0.734093731455,    9.00000016895e+16
      0.759062480824,    9.00000016836e+16
      0.784031230194,    9.00000016778e+16
      0.808999979563,    9.00000016719e+16
      0.833968728932,    9.00000016661e+16
      0.858937478301,    9.00000016602e+16
      0.883906227671,    9.00000016544e+16
       0.90887497704,    9.00000016485e+16
      0.933843726409,    9.00000016427e+16
      0.958812475778,    9.00000016368e+16
      0.983781225148,     9.0000001631e+16
       1.00874997452,    9.00000016251e+16
       1.03371872389,    9.00000016193e+16
       1.05868747326,    9.00000016134e+16
       1.08365622262,    9.00000016076e+16
       1.10862497199,    9.00000016017e+16
       1.13359372136,    9.00000015959e+16
       1.15856247073,      9.000000159e+16
        1.1835312201,    9.00000015842e+16
       1.20849996947,    9.00000015784e+16
       1.23346871884,    9.00000015725e+16
       1.25843746821,    9.00000015667e+16
       1.28340621758,    9.00000015608e+16
       1.30837496695,     9.0000001555e+16
       1.33334371632,    9.00000015491e+16
       1.35831246569,    9.00000015433e+16
       1.38328121506,    9.00000015375e+16
       1.40824996442,    9.00000015316e+16
       1.43321871379,    9.00000015258e+16
       1.45818746316,    9.00000015199e+16
       1.48315621253,    9.00000015141e+16
        1.5081249619,    9.00000015083e+16
       1.53309371127,    9.00000015024e+16
       1.55806246064,    9.00000014966e+16
       1.58303121001,    9.00000014907e+16
       1.60799995938,    9.00000014849e+16
       1.63296870875,    9.00000014791e+16
       1.65793745812,    9.00000014732e+16
       1.68290620749,    9.00000014674e+16
       1.70787495686,    9.00000014616e+16
       1.73284370622,    9.00000014557e+16
       1.75781245559,    9.00000014499e+16
       1.78278120496,    9.00000014441e+16
       1.80774995433,    9.00000014382e+16
        1.8327187037,    9.00000014324e+16
       1.85768745307,    9.00000014266e+16
       1.88265620244,    9.00000014207e+16
       1.90762495181,    9.00000014149e+16
       1.93259370118,    9.00000014091e+16
       1.95756245055,    9.00000014032e+16
       1.98253119992,    9.00000013974e+16
       2.00749994929,    9.00000013916e+16
       2.03246869866,    9.00000013857e+16
       2.05743744802,    9.00000013799e+16
       2.08240619739,    9.00000013741e+16
       2.10737494676,    9.00000013682e+16
       2.13234369613,    9.00000013624e+16
        2.1573124455,    9.00000013566e+16
       2.18228119487,    9.00000013508e+16
       2.20724994424,    9.00000013449e+16
       2.23221869361,    9.00000013391e+16
       2.25718744298,    9.00000013333e+16
       2.28215619235,    9.00000013275e+16
       2.30712494172,    9.00000013216e+16
       2.33209369109,    9.00000013158e+16
       2.35706244046,      9.000000131e+16
       2.38203118982,    9.00000013042e+16
       2.40699993919,    9.00000012983e+16
       2.43196868856,    9.00000012925e+16
       2.45693743793,    9.00000012867e+16
        2.4819061873,    9.00000012809e+16
       2.50687493667,     9.0000001275e+16
       2.53184368604,    9.00000012692e+16
       2.55681243541,    9.00000012634e+16
       2.58178118478,    9.00000012576e+16
       2.60674993415,    9.00000012517e+16
       2.63171868352,    9.00000012459e+16
       2.65668743289,    9.00000012401e+16
       2.68165618226,    9.00000012343e+16
       2.70662493162,    9.00000012285e+16
       2.73159368099,    9.00000012226e+16
       2.75656243036,    9.00000012168e+16
       2.78153117973,     9.0000001211e+16
        2.8064999291,    9.00000012052e+16
       2.83146867847,    9.00000011994e+16
       2.85643742784,    9.00000011936e+16
       2.88140617721,    9.00000011877e+16
       2.90637492658,    9.00000011819e+16
       2.93134367595,    9.00000011761e+16
       2.95631242532,    9.00000011703e+16
       2.98128117469,    9.00000011645e+16
       3.00624992406,    9.00000011587e+16
       3.03121867342,    9.00000011528e+16
       3.05618742279,     9.0000001147e+16
       3.08115617216,    9.00000011412e+16
       3.10612492153,    9.00000011354e+16
        3.1310936709,    9.00000011296e+16
       3.15606242027,    9.00000011238e+16
       3.18103116964,     9.0000001118e+16
       3.20599991901,    9.00000011121e+16
       3.23096866838,    9.00000011063e+16
       3.25593741775,    9.00000011005e+16
       3.28090616712,    9.00000010947e+16
       3.30587491649,    9.00000010889e+16
       3.33084366586,    9.00000010831e+16
       3.35581241523,    9.00000010773e+16
       3.38078116459,    9.00000010715e+16
       3.40574991396,    9.00000010656e+16
       3.43071866333,    9.00000010598e+16
        3.4556874127,     9.0000001054e+16
       3.48065616207,    9.00000010482e+16
       3.50562491144,    9.00000010424e+16
       3.53059366081,    9.00000010366e+16
       3.55556241018,    9.00000010308e+16
       3.58053115955,     9.0000001025e+16
       3.60549990892,    9.00000010192e+16
       3.63046865829,    9.00000010134e+16
       3.65543740766,    9.00000010076e+16
       3.68040615703,    9.00000010017e+16
       3.70537490639,    9.00000009959e+16
       3.73034365576,    9.00000009901e+16
       3.75531240513,    9.00000009843e+16
        3.7802811545,    9.00000009785e+16
       3.80524990387,    9.00000009727e+16
       3.83021865324,    9.00000009669e+16
       3.85518740261,    9.00000009611e+16
       3.88015615198,    9.00000009553e+16
       3.90512490135,    9.00000009495e+16
       3.93009365072,    9.00000009437e+16
       3.95506240009,    9.00000009379e+16
       3.98003114946,    9.00000009321e+16
       4.00499989883,    9.00000009263e+16
       4.02996864819,    9.00000009205e+16
       4.05493739756,    9.00000009147e+16
       4.07990614693,    9.00000009089e+16
        4.1048748963,    9.00000009031e+16
       4.12984364567,    9.00000008973e+16
       4.15481239504,    9.00000008915e+16
       4.17978114441,    9.00000008857e+16
       4.20474989378,    9.00000008799e+16
       4.22971864315,    9.00000008741e+16
       4.25468739252,    9.00000008683e+16
       4.27965614189,    9.00000008625e+16
       4.30462489126,    9.00000008567e+16
       4.32959364063,    9.00000008509e+16
       4.35456238999,    9.00000008451e+16
       4.37953113936,    9.00000008393e+16
       4.40449988873,    9.00000008335e+16
        4.4294686381,    9.00000008277e+16
       4.45443738747,    9.00000008219e+16
       4.47940613684,    9.00000008161e+16
       4.50437488621,    9.00000008103e+16
       4.52934363558,    9.00000008045e+16
       4.55431238495,    9.00000007987e+16
       4.57928113432,    9.00000007929e+16
       4.60424988369,    9.00000007871e+16
       4.62921863306,    9.00000007813e+16
       4.65418738243,    9.00000007755e+16
       4.67915613179,    9.00000007697e+16
       4.70412488116,    9.00000007639e+16
       4.72909363053,    9.00000007581e+16
        4.7540623799,    9.00000007523e+16
       4.77903112927,    9.00000007465e+16
       4.80399987864,    9.00000007407e+16
       4.82896862801,    9.00000007349e+16
       4.85393737738,    9.00000007291e+16
       4.87890612675,    9.00000007233e+16
       4.90387487612,    9.00000007175e+16
       4.92884362549,    9.00000007117e+16
       4.95381237486,    9.00000007059e+16
       4.97878112423,    9.00000007001e+16
       5.00374987359,    9.00000006943e+16
       5.02871862296,    9.00000006885e+16
       5.05368737233,    9.00000006827e+16
        5.0786561217,     9.0000000677e+16
       5.10362487107,    9.00000006712e+16
       5.12859362044,    9.00000006654e+16
       5.15356236981,    9.00000006596e+16
       5.17853111918,    9.00000006538e+16
       5.20349986855,     9.0000000648e+16
       5.22846861792,    9.00000006422e+16
       5.25343736729,    9.00000006364e+16
       5.27840611666,    9.00000006306e+16
       5.30337486603,    9.00000006248e+16
       5.32834361539,     9.0000000619e+16
       5.35331236476,    9.00000006132e+16
       5.37828111413,    9.00000006074e+16
        5.4032498635,    9.00000006017e+16
       5.42821861287,    9.00000005959e+16
       5.45318736224,    9.00000005901e+16
       5.47815611161,    9.00000005843e+16
       5.50312486098,    9.00000005785e+16
       5.52809361035,    9.00000005727e+16
       5.55306235972,    9.00000005669e+16
       5.57803110909,    9.00000005611e+16
       5.60299985846,    9.00000005553e+16
       5.62796860783,    9.00000005495e+16
       5.65293735719,    9.00000005437e+16
       5.67790610656,     9.0000000538e+16
       5.70287485593,    9.00000005322e+16
        5.7278436053,    9.00000005264e+16
       5.75281235467,    9.00000005206e+16
       5.77778110404,    9.00000005148e+16
       5.80274985341,     9.0000000509e+16
       5.82771860278,    9.00000005032e+16
       5.85268735215,    9.00000004974e+16
       5.87765610152,    9.00000004916e+16
       5.90262485089,    9.00000004859e+16
       5.92759360026,    9.00000004801e+16
       5.95256234963,    9.00000004743e+16
       5.97753109899,    9.00000004685e+16
       6.00249984836,    9.00000004627e+16
       6.02746859773,    9.00000004569e+16
        6.0524373471,    9.00000004511e+16
       6.07740609647,    9.00000004453e+16
       6.10237484584,    9.00000004396e+16
       6.12734359521,    9.00000004338e+16
       6.15231234458,     9.0000000428e+16
       6.17728109395,    9.00000004222e+16
       6.20224984332,    9.00000004164e+16
       6.22721859269,    9.00000004106e+16
       6.25218734206,    9.00000004048e+16
       6.27715609143,    9.00000003991e+16
       6.30212484079,    9.00000003933e+16
       6.32709359016,    9.00000003875e+16
       6.35206233953,    9.00000003817e+16
        6.3770310889,    9.00000003759e+16
       6.40199983827,    9.00000003701e+16
       6.42696858764,    9.00000003643e+16
       6.45193733701,    9.00000003586e+16
       6.47690608638,    9.00000003528e+16
       6.50187483575,     9.0000000347e+16
       6.52684358512,    9.00000003412e+16
       6.55181233449,    9.00000003354e+16
       6.57678108386,    9.00000003296e+16
       6.60174983323,    9.00000003238e+16
        6.6267185826,    9.00000003181e+16
       6.65168733196,    9.00000003123e+16
       6.67665608133,    9.00000003065e+16
        6.7016248307,    9.00000003007e+16
       6.72659358007,    9.00000002949e+16
       6.75156232944,    9.00000002891e+16
       6.77653107881,    9.00000002834e+16
       6.80149982818,    9.00000002776e+16
       6.82646857755,    9.00000002718e+16
       6.85143732692,     9.0000000266e+16
       6.87640607629,    9.00000002602e+16
       6.90137482566,    9.00000002544e+16
       6.92634357503,    9.00000002487e+16
        6.9513123244,    9.00000002429e+16
       6.97628107376,    9.00000002371e+16
       7.00124982313,    9.00000002313e+16
        7.0262185725,    9.00000002255e+16
       7.05118732187,    9.00000002197e+16
       7.07615607124,     9.0000000214e+16
       7.10112482061,    9.00000002082e+16
       7.12609356998,    9.00000002024e+16
       7.15106231935,    9.00000001966e+16
       7.17603106872,    9.00000001908e+16
       7.20099981809,     9.0000000185e+16
       7.22596856746,    9.00000001793e+16
       7.25093731683,    9.00000001735e+16
        7.2759060662,    9.00000001677e+16
       7.30087481556,    9.00000001619e+16
       7.32584356493,    9.00000001561e+16
        7.3508123143,    9.00000001503e+16
       7.37578106367,    9.00000001446e+16
       7.40074981304,    9.00000001388e+16
       7.42571856241,     9.0000000133e+16
       7.45068731178,    9.00000001272e+16
       7.47565606115,    9.00000001214e+16
       7.50062481052,    9.00000001156e+16
       7.52559355989,    9.00000001099e+16
       7.55056230926,    9.00000001041e+16
       7.57553105863,    9.00000000983e+16
         7.600499808,    9.00000000925e+16
       7.62546855736,    9.00000000867e+16
       7.65043730673,     9.0000000081e+16
        7.6754060561,    9.00000000752e+16
       7.70037480547,    9.00000000694e+16
       7.72534355484,    9.00000000636e+16
       7.75031230421,    9.00000000578e+16
       7.77528105358,     9.0000000052e+16
       7.80024980295,    9.00000000463e+16
       7.82521855232,    9.00000000405e+16
       7.85018730169,    9.00000000347e+16
       7.87515605106,    9.00000000289e+16
       7.90012480043,    9.00000000231e+16
        7.9250935498,    9.00000000173e+16
       7.95006229916,    9.00000000116e+16
       7.97503104853,    9.00000000058e+16
        7.9999997979,                9e+16

