------------------------------------------------------------
 solve vstep=0.1 nsteps=8 elect=2
------------------------------------------------------------
Position (um), Conduction Band Potential (eV)
                   0,       0.997214172243
       1.88442206295,       0.993194071741
        3.7688441259,       0.989173971238
       5.65326618884,       0.985153870736
       7.53768825179,       0.981133770233
       9.42211031474,       0.977113669731
       11.3065323777,       0.973093569228
       13.1909544406,       0.969073468726
       15.0753765036,       0.965053368223
       16.9597985665,       0.961033267721
       18.8442206295,       0.957013167218
       20.7286426924,       0.952993066716
       22.6130647554,       0.948972966213
       24.4974868183,       0.944952865711
       26.3819088813,       0.940932765208
       28.2663309442,       0.936912664706
       30.1507530072,       0.932892564203
       32.0351750701,       0.928872463701
       33.9195971331,       0.924852363198
        35.804019196,       0.920832262696
        37.688441259,       0.916812162193
       39.5728633219,       0.912792061691
       41.4572853849,       0.908771961188
       43.3417074478,       0.904751860686
       45.2261295108,       0.900731760183
       47.1105515737,       0.896711659681
       48.9949736367,       0.892691559178
       50.8793956996,       0.888671458676
       52.7638177626,       0.884651358173
       54.6482398255,       0.880631257671
       56.5326618884,       0.876611157168
       58.4170839514,       0.872591056665
       60.3015060143,       0.868570956163
       62.1859280773,        0.86455085566
       64.0703501402,       0.860530755158
       65.9547722032,       0.856510654655
       67.8391942661,       0.852490554153
       69.7236163291,        0.84847045365
        71.608038392,       0.844450353148
        73.492460455,       0.840430252645
       75.3768825179,       0.836410152143
       77.2613045809,        0.83239005164
       79.1457266438,       0.828369951138
       81.0301487068,       0.824349850635
       82.9145707697,       0.820329750133
       84.7989928327,        0.81630964963
       86.6834148956,       0.812289549128
       88.5678369586,       0.808269448625
       90.4522590215,       0.804249348123
       92.3366810845,        0.80022924762
       94.2211031474,       0.796209147118
       96.1055252104,       0.792189046615
       97.9899472733,       0.788168946113
       99.8743693363,        0.78414884561
       101.758791399,       0.780128745108
       103.643213462,       0.776108644605
       105.527635525,       0.772088544103
       107.412057588,         0.7680684436
       109.296479651,       0.764048343098
       111.180901714,       0.760028242595
       113.065323777,       0.756008142093
        114.94974584,        0.75198804159
       116.834167903,       0.747967941088
       118.718589966,       0.743947840585
       120.603012029,       0.739927740083
       122.487434092,        0.73590763958
       124.371856155,       0.731887539078
       126.256278218,       0.727867438575
        128.14070028,       0.723847338073
       130.025122343,        0.71982723757
       131.909544406,       0.715807137067
       133.793966469,       0.711787036565
       135.678388532,       0.707766936062
       137.562810595,        0.70374683556
       139.447232658,       0.699726735057
       141.331654721,       0.695706634555
       143.216076784,       0.691686534052
       145.100498847,        0.68766643355
        146.98492091,       0.683646333047
       148.869342973,       0.679626232545
       150.753765036,       0.675606132042
       152.638187099,        0.67158603154
       154.522609162,       0.667565931037
       156.407031225,       0.663545830535
       158.291453288,       0.659525730032
       160.175875351,        0.65550562953
       162.060297414,       0.651485529027
       163.944719476,       0.647465428525
       165.829141539,       0.643445328022
       167.713563602,        0.63942522752
       169.597985665,       0.635405127017
       171.482407728,       0.631385026515
       173.366829791,       0.627364926012
       175.251251854,        0.62334482551
       177.135673917,       0.619324725007
        179.02009598,       0.615304624505
       180.904518043,       0.611284524002
       182.788940106,         0.6072644235
       184.673362169,       0.603244322997
       186.557784232,       0.599224222495
       188.442206295,       0.595204121992
       190.326628358,        0.59118402149
       192.211050421,       0.587163920987
       194.095472484,       0.583143820485
       195.979894547,       0.579123719982
        197.86431661,        0.57510361948
       199.748738673,       0.571083518977
       201.633160735,       0.567063418475
       203.517582798,       0.563043317972
       205.402004861,        0.55902321747
       207.286426924,       0.555003116967
       209.170848987,       0.550983016464
        211.05527105,       0.546962915962
       212.939693113,       0.542942815459
       214.824115176,       0.538922714957
       216.708537239,       0.534902614454
       218.592959302,       0.530882513952
       220.477381365,       0.526862413449
       222.361803428,       0.522842312947
       224.246225491,       0.518822212444
       226.130647554,       0.514802111942
       228.015069617,       0.510782011439
        229.89949168,       0.506761910937
       231.783913743,       0.502741810434
       233.668335806,       0.498721709932
       235.552757869,       0.494701609429
       237.437179931,       0.490681508927
       239.321601994,       0.486661408424
       241.206024057,       0.482641307922
        243.09044612,       0.478621207419
       244.974868183,       0.474601106917
       246.859290246,       0.470581006414
       248.743712309,       0.466560905912
       250.628134372,       0.462540805409
       252.512556435,       0.458520704907
       254.396978498,       0.454500604404
       256.281400561,       0.450480503902
       258.165822624,       0.446460403399
       260.050244687,       0.442440302897
        261.93466675,       0.438420202394
       263.819088813,       0.434400101892
       265.703510876,       0.430380001389
       267.587932939,       0.426359900887
       269.472355002,       0.422339800384
       271.356777065,       0.418319699882
       273.241199127,       0.414299599379
        275.12562119,       0.410279498877
       277.010043253,       0.406259398374
       278.894465316,       0.402239297872
       280.778887379,       0.398219197369
